OrderID,OrderDate,CustomerID,CustomerName,Gender,Age,City,Area,RestaurantID,RestaurantName,Cuisine,RestaurantRating,ItemName,CategoryName,Quantity,UnitPrice,TotalAmount,OrderStatus,PaymentMode,PaymentStatus,PartnerName,VehicleType,DistanceKM,DeliveryTimeMin,FoodRating,DeliveryRating
ORD10196,06-08-2024 12:35,CUST2145,Sai Pillai,male,53,Delhi,Karol Bagh,R006,South Spice,South Indian,,Idli Sambar,Breakfast,5,70,350,DELIVERED,UPI,Paid,Kavya Mukherjee,E-Bike,2.9,24,3,3
ORD10468,18-May-24,CUST2345,Neha Chatterjee,f,48,Pune,Kharadi,R008,Taco Fiesta,Mexican,3.8,Chicken Tacos,Main Course,2,₹210.0,₹420.0,Cancelled,UPI,Refunded,Aarohi Patel,Scooter,9.1,52,,
ORD10351,29-04-2024 12:15,CUST2258,Nikhil Menon,M,49,BANGALORE,Electronic City,R008,Taco Fiesta,Mexican,3.8,Burrito Bowl,Main Course,2,240,480,Cancelled,UPI,Refunded,Nikhil Malhotra,Bicycle,7.7,38,,
ORD10051,03-12-2024 18:11,CUST2039,Rahul Gupta,female,33,CHENNAI,Adyar,R004,Punjabi Tadka,North Indian,4.4,Paneer Tikka,Starters,1,220,220,Delivered,CashonDelivery,Paid,Aditya Menon,Bicycle,7.8,37,5,4
ORD10447,21-02-2024 13:52,CUST2331,Saanvi Rao,female,49, Bangalore ,Koramangala,R009,  The Bakers Oven  ,Bakery,4,Croissant,Bakery,1,90,,DELIVERED,Cash on Delivery,Paid,Manoj Nair,Scooter,8.8,59,5,5
ORD10086,06-02-2024,CUST2011,Reyansh Reddy,FEMALE,34,Bangalore,Indiranagar,R005,Burger Point,Fast Food,3.9,French Fries,Sides,5,90,₹450.0,Cancelled,Cash on Delivery,Refunded,Reyansh Sharma,E-Bike,13.4,80,,
ORD10160,26-Jun-24,CUST2117,Amit Malhotra,Female,54,hyderabad,Secunderabad, R014 ,Healthy Bites,Salads,4.2,Fruit Bowl,Salads,3,Rs.120.0,360,Returned,upi,Refunded,Kavya Mukherjee,E-Bike,1,11,,
ORD10165,07-09-2024 22:44,CUST2121,Ishaan Singh,F,35, Pune ,Kothrud,R004,Punjabi Tadka,North Indian,4.4,Dal Makhani,Main Course,5,180,900,DELIVERED,Wallet,Paid,Nikhil Malhotra,Scooter,3.7,,,4
ORD10426,10-04-2024 17:00,CUST2153,Sneha Verma,female,55,Pune,Hinjewadi,R010,Kebab Junction,Mughlai,4.3,Mutton Rogan Josh,Main Course,4,320,1280,Returned,Cash on Delivery,Refunded,Ravi Rao,Bicycle,3.8,28,,
ORD10023,27-Aug-24,CUST2016,Kiran Das,,60,Kolkata,Salt Lake,R012,Noodle Story,Chinese,3.7,Chicken Manchurian,Main Course,5,210,1050,Delivered,Cash on Delivery,Paid,Aditya Menon,Scooter,8.7,45,5,4
ORD10063,02-11-2024,CUST2047,Nikhil Desai,M,19,Bangalore,Whitefield,R004,Punjabi Tadka,North Indian,4.4,Butter Chicken,Main Course,5,260,,Cancelled,upi,Refunded,Manoj Nair,Bicycle,12.3,61,,
ORD10456,07-May-24,CUST2338,Krishna Reddy,,53,MUMBAI,Dadar,R004,Punjabi Tadka,North Indian,4.4,Dal Makhani,Main Course,5,180,Rs.900.0,Delivered,Debit Card,Paid,Kiran Desai,Scooter,4.3,31,5,5
ORD10100,31-12-2024 09:51,CUST2074,Ishaan Malhotra,F,,Chennai,Anna Nagar,R013,Sweet Tooth,Desserts,,Gulab Jamun,Desserts,4,90,360,Delivered,UPI,Paid,Meera Bose,Bicycle,5.1,33,4,4
ORD10070,03-01-2024 08:54,CUST2053,Krishna Patel,f,54,HYDERABAD,Kukatpally,R014,Healthy Bites,Salads,4.2,Quinoa Salad,Salads,5,210,₹1050.0,delivered,WALLET,Paid,Suresh Kumar,Scooter,1.2,17,4,4
ORD10444,11-10-2024 04:05,CUST2218,Nikhil Pillai,m,21,Mumbai,Bandra,R008,Taco Fiesta,Mexican,3.8,Chicken Tacos,Main Course,4,210,840,Delivered,Debit Card,Paid,Manoj Nair,E-Bike,13.2,72,5,5
ORD10187,05-08-2024,CUST2138,Ishaan Rao,female,18,Pune,Kharadi,R007,Sushi Yama,Japanese,4.2,Miso Soup,Starters,1,Rs.150.0,₹150.0,cancelled,Wallet,Failed,Suresh Kumar,Bicycle,9.9,46,,
ORD10403,14-09-2024 22:57,CUST2043,Sneha Bose,M,24,Hyderabad,Banjara Hills,R010,Kebab Junction,Mughlai,4.3,Seekh Kebab,Starters,1,₹220.0,220,Delivered,DEBIT CARD,Paid,Aditya Menon,Bicycle,4.2,-15,3,5
ORD10183,18-Aug-24,CUST2135,Manoj Singh,F,28,Bangalore,Indiranagar,R011,Curry House,North Indian,4.1,Butter Chicken,Main Course,3,260,780,delivered,upi,Paid,Manoj Nair,E-Bike,5.8,43,4,4
ORD10350,26-Apr-24,CUST2257,Amit Kumar,F,43,Bangalore,Electronic City,R011,Curry House,North Indian,4.1,Butter Chicken,Main Course,3,260,780,Delivered,Debit Card,Paid,Kiran Desai,Scooter,10,43,5,4
ORD10406,12/22/2024,CUST2302,Aarohi Patel,MALE,53,Delhi,Rohini,R011,Curry House,North Indian,4.1,Dal Makhani,Main Course,3,180,540,RETURNED,UPI,Refunded,Kiran Desai,E-Bike,0.9,19,,
ORD10113,27-08-2024 02:31,CUST2011,Reyansh Reddy,FEMALE,,Bangalore,Whitefield,R015,Chaat Corner,Street Food,4,Bhel Puri,Street Food,3,Rs.70.0,210,Returned,,Refunded,Ishaan Joshi,Scooter,14,74,,
ORD10309,28-06-2024,CUST2229,,male,43,pune,Kothrud,R009,The Bakers Oven,Bakery,4,Croissant,Bakery,5,90,450,Returned,UPI,Refunded,Pooja Gupta,E-Bike,6.5,39,,
ORD10206,10-12-2024,CUST2121,Ishaan Singh,f,35,NA,Viman Nagar,R012,Noodle Story,Chinese,3.7,Chicken Manchurian,Main Course,5,210,₹1050.0,Cancelled,Debit Card,Refunded,Reyansh Sharma,Scooter,4,30,,
ORD10096,11-Jan-24,CUST2070,Priya Pillai,FEMALE,54,bangalore,Jayanagar,R003,Dragon Wok,Chinese,4,Spring Rolls,Starters,4,Rs.140.0,560,Delivered,Debit Card,Paid,Vivaan Singh,Bicycle,8.3,47,4,3
ORD10152,13-03-2024, CUST2110 ,Kiran Joshi,FEMALE,23,Pune,Viman Nagar,R006,South Spice,South Indian,4.5,Masala Dosa,Breakfast,2,90,₹180.0,Delivered,UPI,Paid,Aarav Reddy,Bicycle,8.1,,5,5
ORD10184,07-04-2024,CUST2136,Manoj Sharma,female,40,chennai,OMR,R003,Dragon Wok,Chinese,4,Spring Rolls,Starters,2,140,280,Delivered,Wallet,Paid,Myra Pillai,E-Bike,1.3,15,3,5
ORD10467,17-12-2024,CUST2344,Pooja Desai,female,57,Bangalore,Whitefield,R011,Curry House,North Indian,4.1,Dal Makhani,Main Course,1,Rs.180.0,180,DELIVERED,wallet,Paid,Manoj Nair,Bicycle,2.3,20,5,4
ORD10305,04/13/2024,CUST2226,Diya Das,male,27,PUNE,Kothrud,R013,Sweet Tooth,Desserts,4.6,Ice Cream Sundae,Desserts,4,150,600,Delivered,,Paid,Sai Iyer,Bicycle,11.9,51,5,5
ORD10030,17-08-2024,CUST2023,Suresh Singh,m,35,Delhi,Connaught Place,R001,Biryani Blues,Biryani,4.3,Mutton Biryani,Main Course,3,₹280.0,840,RETURNED,Cash on Delivery,Refunded,Kiran Desai,Bicycle,14.7,81,,
ORD10390,03-Jul-24,CUST2288,Ananya Iyer,M,, Hyderabad ,Banjara Hills,R004,Punjabi Tadka,North Indian,4.4,Dal Makhani,Main Course,4,₹180.0,720,Delivered,CreditCard,Paid,Anika Kapoor,Scooter,11.7,69,5,
ORD10358,08-11-2024 16:34,CUST2263,Vikram Gupta,Male,35,Bangalore,Indiranagar,R002,Pizza Palace,Italian,4.1,Margherita Pizza,Pizza,4,250,1000,Delivered,Credit Card,Paid,Krishna Chatterjee,Bike,10,50,4,5
ORD10239,26-Nov-24,CUST2179,Meera Gupta,Male,40, Hyderabad ,Kukatpally,R015,Chaat Corner,Street Food,4,Vada Pav,Street Food,5,,250,CANCELLED,CREDIT CARD,Refunded,Reyansh Sharma,Scooter,3.6,26,,
ORD10240,08-02-2024 20:29,CUST2141,Priya Sharma,Male,45,Bangalore,HSR Layout,R011,Curry House,North Indian,4.1,Dal Makhani,Main Course,1,180,Rs.180.0,Delivered,UPI,Paid,Kavya Mukherjee,Bicycle,11.1,57,4,4
ORD10473,31-12-2024,CUST2349,Sunita Singh,Female,29,hyderabad,Gachibowli,R003,Dragon Wok,Chinese,4,Chicken Manchurian,Main Course,1,210,210,Delivered,Credit Card,Paid,Kavya Mukherjee,Scooter,14.1,65,4,4
ORD10311,05-Feb-24,CUST2106,Manoj Pillai,f,52,CHENNAI,Velachery,R008,Taco Fiesta,Mexican,3.8,Chicken Tacos,Main Course,2,210,420,delivered,Wallet,Paid,Kiran Desai,Bike,4.4,35,4,3
ORD10131,02-08-2024 21:14,CUST2095,Meera Patel,FEMALE,41,CHENNAI,Adyar,R008,Taco Fiesta,Mexican,3.8,Chicken Tacos,Main Course,4,Rs.210.0,840,Delivered,credit card,Paid,Ravi Rao,E-Bike,1.4,19,3,4
ORD10480,02-07-2024 07:23,CUST2354,Meera Patel,Female,30,Pune,Kharadi,R003,Dragon Wok,Chinese,4,Spring Rolls,Starters,5,140,700,DELIVERED,UPI,Paid,Pooja Gupta,Scooter,11.9,60,5,
ORD10117,09-03-2024 03:43,CUST2015,Myra Sharma,MALE,60,N/A,Banjara Hills,R003,Dragon Wok,Chinese,4,Spring Rolls,Starters,4,140,560,returned,debit card,Refunded,Nikhil Malhotra,Scooter,12,68,,
ORD10277,01-08-2024,CUST2206,Riya Malhotra,Female,35,Delhi,Dwarka,R014,Healthy Bites,Salads,4.2,Caesar Salad,Salads,2,Rs.180.0,Rs.360.0,Cancelled,DEBIT CARD,Refunded,Kiran Desai,E-Bike,4.7,,,
ORD10316,14-11-2024,CUST2231,Amit Iyer,,21,Bangalore,HSR Layout,R003,Dragon Wok,Chinese,,Veg Noodles,Noodles,3,₹160.0,480,Delivered,wallet,Paid,Kiran Desai,Scooter,14,59,4,5
ORD10369,04/23/2024,CUST2271,Aadhya Mukherjee,m,23,BANGALORE,HSR Layout,R015,Chaat Corner,Street Food,4,Pani Puri,Street Food,3,60,180,Delivered,UPI,Paid,Sai Iyer,Bike,10.7,61,5,3
ORD10047,20-03-2024 01:18,CUST2037,Vikram Iyer,m,38,mumbai,Powai,R002,Pizza Palace,italian,4.1,Pepperoni Pizza,Pizza,5,320,1600,Delivered,Wallet,Paid,Lakshmi Verma,Bike,3.5,27,5,3
ORD10004,31-08-2024 16:13,CUST2003,Rahul Verma,m,32,Kolkata,Howrah,R012,Noodle Story,Chinese,3.7,Spring Rolls,Starters,4,140,560,Delivered,Cash on Delivery,Paid,Reyansh Sharma,Bicycle,8,34,3,4
ORD10319,08-04-2024 19:20,CUST2233,Aarav Nair,m,19,Delhi,Saket,R012,Noodle Story,Chinese,3.7,Veg Noodles,Noodles,5,,800,Delivered,Cash on Delivery,Paid,Ravi Rao,Scooter,8.8,47,4,4
ORD10236,18-09-2024 11:35,CUST2177,Vikram Das,m,20,Bangalore,Koramangala,R001,Biryani Blues,Biryani,4.3,Chicken Biryani,Main Course,3,220,660,Delivered,upi,Paid,Sai Iyer,E-Bike,6.3,39,3,5
ORD10031,20-11-2024,CUST2024,Sai Chatterjee,Male,26,Kolkata,Ballygunge,R003,Dragon Wok,Chinese,4,Veg Noodles,Noodles,3,160,480,delivered,DEBIT CARD,Paid,Kiran Desai,Scooter,0,37,5,4
ORD10155,05-12-2024 17:49,CUST2015,Myra Sharma,MALE,60,Hyderabad,Banjara Hills,R013,Sweet Tooth,Desserts,4.6,Brownie,Desserts,3,₹130.0,390,Delivered,upi,Paid,Vikram Das,Bicycle,14.9,68,-2,4
ORD10421,08-01-2024 23:11,CUST2314,Saanvi Verma,Male,59,Mumbai,Powai,R013,  Sweet Tooth  ,Desserts,4.6,Gulab Jamun,Desserts,1,90,135.3,Delivered,WALLET,Paid,Vivaan Singh,E-Bike,4.4,30,5,3
ORD10292,18-12-2024 11:57,CUST2217,Anika Kumar,m,,Chennai,Adyar,R010,Kebab Junction,Mughlai,4.3,Chicken Kebab,Starters,1,240,240,Returned,DEBIT CARD,Refunded,Myra Pillai,E-Bike,12.5,71,,
ORD10052,26-09-2024 00:28,CUST2029,Sai Singh,MALE,44,Delhi,Saket,R009,The Bakers Oven,Bakery,4,Croissant,Bakery,1,90,90,Returned,CREDIT CARD,Refunded,Aarohi Patel,Bike,7.5,49,,
ORD10037,14-09-2024 20:33,CUST2029,Sai Singh,male,44, Delhi ,Karol Bagh,R013,Sweet Tooth,Desserts,4.6,Gulab Jamun,Desserts,0,90,360,Returned,Cash on Delivery,Refunded,Nikhil Malhotra,Bike,5,,,
ORD10098,02-11-2024 22:48,CUST2072,Rahul Menon,M,22,Chennai,OMR,R005,Burger Point,Fast Food,3.9,French Fries,Sides,2,90,180,Returned,credit card,Refunded,Meera Bose,Bicycle,2.5,16,,
ORD10283,27-09-2024,CUST2143,Sai Menon,m,52,Delhi,Rohini,R013,  Sweet Tooth  ,Desserts,4.6,Ice Cream Sundae,Desserts,2,Rs.150.0,300,Delivered,cash on delivery,Paid,Aarohi Patel,Scooter,13.6,70,4,5
ORD10014,01-02-2024 20:08,CUST2009,,f,,pune,Kothrud,R014,Healthy Bites,Salads,4.2,Caesar Salad,Salads,1,Rs.180.0,180,delivered,UPI,Paid,Aditya Menon,Bike,14.2,76,3,-1
ORD10164,16-05-2024,CUST2120,Sanjay Menon,MALE,31,Pune,Viman Nagar,R015,Chaat Corner,Street Food,4,Bhel Puri,Street Food,5,,350,Returned,cash on delivery,Refunded,Vivaan Singh,Bike,2.8,22,,
ORD10059,27-05-2024 23:24,CUST2005,Sai Bose,MALE,0,Kolkata,Park Street,R013,Sweet Tooth,Desserts,4.6,Gulab Jamun,Desserts,4,90,360,Delivered,DEBIT CARD,Paid,Aditya Menon,Bike,4.6,25,4,5
ORD10064,08-03-2024,CUST2048,Kavya Reddy,MALE,26,Chennai,Velachery,R013,Sweet Tooth,Desserts,4.6,Gulab Jamun,Desserts,1,90,90,Returned,UPI,Refunded,Nikhil Malhotra,Scooter,12,,,
ORD10234,25-04-2024,CUST2175,Aditya Das,M,42,KOLKATA,Salt Lake,R007,Sushi Yama,Japanese,4.2,Chicken Ramen,Main Course,5,₹280.0,₹1400.0,Returned,debit card,Refunded,Meera Bose,Scooter,8.1,46,,
ORD10463,30-08-2024,CUST2341,Rahul Sharma,female,43,HYDERABAD,,R002,Pizza Palace,Italian,4.1,Pasta Alfredo,Pasta,1,240,240,Returned,Credit Card,Refunded,Vivaan Singh,Bicycle,3.6,20,,
ORD10380,24-07-2024 16:20,CUST2281,NA,MALE,55,Bengaluru,Indiranagar,R006,South Spice,South Indian,4.5,Idli Sambar,Breakfast,2,₹70.0,140,Delivered,Credit Card,Paid,Sai Iyer,Scooter,6.8,44,4,4
ORD10486,22-08-2024 21:35,CUST2222,REYANSH SHARMA,F,36,Kolkata,Ballygunge,R003,Dragon Wok,Chinese,4,Spring Rolls,Starters,5,140,700,Delivered,WALLET,Paid,Meera Bose,E-Bike,4.7,22,3,5
ORD10266,27-11-2024 18:53,CUST2196,Priya Desai,Female,34, Hyderabad ,Secunderabad,R005,Burger Point,Fast Food,3.9,Cheese Burger,Burger,3,130,390,Delivered,WALLET,Paid,Aarav Reddy,Bicycle,7.9,,4,4
ORD10495,09-09-2024,CUST2183,Deepak Mukherjee,female,20,Bangalore,Whitefield,R003,Dragon Wok,Chinese,4,Veg Noodles,Noodles,4,160,640,returned,DEBIT CARD,Refunded,Aditya Menon,Bicycle,7.3,39,,
ORD10079,21-May-24,CUST2060,Vihaan Mukherjee,Male,24,Kolkata,Howrah, R012 ,Noodle Story,Chinese,3.7,Veg Noodles,Noodles,5,160,800,Returned,CREDIT CARD,Refunded,Reyansh Sharma,E-Bike,14.9,78,,
ORD10046,11-11-2024,CUST2036,Nikhil Bose,Female,23,DELHI,Rohini,R007,Sushi Yama,Japanese,4.2,Chicken Ramen,Main Course,3,Rs.280.0,840,Returned,UPI,Refunded,Ravi Rao,E-Bike,10.7,58,,
ORD10158,19-07-2024 05:51,CUST2115,Aarohi Reddy,MALE,38,Kolkata,Park Street,R013,Sweet Tooth,Desserts,4.6,Brownie,Desserts,4,130,520,Delivered,Credit Card,Paid,Lakshmi Verma,E-Bike,7.2,48,3,5
ORD10025,26-11-2024 00:07,CUST2018,Riya Kapoor,,60,Pune,Kharadi,R006,South Spice,South Indian,4.5,Masala Dosa,Breakfast,2,90,180,Returned,DEBIT CARD,Refunded,Ishaan Joshi,Bicycle,1.1,14,,
ORD10321,12-08-2024 05:44,CUST2040,Amit Malhotra,m,42,Mumbai,Dadar,R015,Chaat Corner,Street Food,4,Vada Pav,Street Food,3,50,₹150.0,DELIVERED,Cash on Delivery,Paid,Meera Bose,Scooter,8.8,53,,4
ORD10257,19-03-2024 08:02,CUST2190,Anika Singh,male,41,Bangalore,Jayanagar,R001,Biryani Blues,Biryani,4.3,Veg Biryani,Main Course,4,180,720,Delivered,Wallet,Paid,Suresh Kumar,Bike,14.2,84,5,3
ORD10429,24-04-2024,CUST2320,Sai Kumar,Male,47,Hyderabad,Kukatpally,R007,Sushi Yama,Japanese,4.2,California Roll,Sushi,1,320,320,Cancelled,credit card,Failed,Anika Kapoor,E-Bike,1.1,500,,
ORD10347,07-Sep-24,CUST2254,Anika Rao,Female,22,mumbai,Andheri,R007,Sushi Yama,Japanese,4.2,Chicken Ramen,Main Course,3,280,840,Delivered,DEBIT CARD,Paid,Myra Pillai,E-Bike,1.8,16,,4
ORD10428,31-08-2024 03:17,CUST2319,Meera Iyer,Female,26,Hyderabad,Gachibowli,R004,Punjabi Tadka,North Indian,4.4,Butter Chicken,Main Course,1,260,260,returned,Credit Card,Refunded,Ishaan Joshi,E-Bike,10,57,,
ORD10290,20-04-2024,CUST2215,SUNITA DAS,F,41,Delhi,Connaught Place,R014,Healthy Bites,Salads,4.2,Quinoa Salad,Salads,3,210,630,Delivered,credit card,Paid,Aditya Menon,Scooter,5.9,40,3,3
ORD10356,22-Jul-24,CUST2261,Ananya Sharma,FEMALE,49,Bangalore,Koramangala,R001,Biryani Blues,Biryani,4.3,Chicken Biryani,Main Course,1,220,Rs.220.0,Returned,Wallet,Refunded,Lakshmi Verma,E-Bike,10.6,52,,
ORD10323,10-01-2024 16:24,CUST2236,Divya Iyer,f,49,,Banjara Hills,R008,Taco Fiesta,Mexican,3.8,Nachos,Starters,2,180,₹360.0,Delivered,Debit Card,Paid,Kavya Mukherjee,Scooter,11.9,74,5,6
ORD10123,02-01-2024 08:22,CUST2091,Divya Menon,M,42,Delhi,Connaught Place,R007,Sushi Yama,Japanese,4.2,California Roll,Sushi,5,320,1600,Cancelled,DebitCard,Refunded,Myra Pillai,E-Bike,8.3,48,,
ORD10067,03-06-2024 20:26,CUST2050,Vikram Kapoor,Female,56,Delhi,Saket,R013,Sweet Tooth,Desserts,4.6,Brownie,Desserts,1,130,130,Returned,WALLET,Refunded,Lakshmi Verma,E-Bike,13.4,71,,
ORD10195,19-12-2024 17:18,CUST2144,Krishna Mukherjee,MALE,5,Hyderabad,Madhapur,R013,Sweet Tooth,Desserts,4.6,Gulab Jamun,Desserts,2,90,180,Delivered,Cash on Delivery,Paid,,Bicycle,15,84,4,4
ORD10178,17-10-2024,CUST2084,Aarohi Verma,Male,60, Chennai ,Anna Nagar,R002,Pizza Palace,Italian,4.1,Pasta Alfredo,Pasta,2,240,Rs.480.0,Delivered,Cash on Delivery,Paid,Pooja Gupta,Scooter,12.4,62,5,5
ORD10207,21-01-2024,CUST2154,Manoj Kumar,Female,47,Kolkata,Salt Lake,R008,Taco Fiesta,Mexican,3.8,Chicken Tacos,Main Course,5,210,1050,Delivered,wallet,Paid,Anika Kapoor,Bicycle,7.9,50,4,5
ORD10128,04-04-2024 07:36, CUST2069 ,Gita Kumar,M,38,Bangalore,HSR Layout,R004,Punjabi Tadka,North Indian,,Butter Chicken,Main Course,3,₹260.0,780,Returned,Credit Card,Refunded,Krishna Chatterjee,E-Bike,,-15,,
ORD10352,12/25/2024,CUST2259,Vivaan Verma,female,39,Bangalore,Whitefield,R013,Sweet Tooth,Desserts,4.6,Brownie,Desserts,1,,130,Delivered,UPI,Paid,Meera Bose,E-Bike,14.1,84,5,4
ORD10310,31-07-2024 04:53,CUST2076,Vivaan Iyer,male,20,Pune,Kharadi,R015,Chaat Corner,Street Food,4,Pani Puri,Street Food,5,₹60.0,300,Cancelled,Cash on Delivery,Failed,Vivaan Singh,Bike,3.4,29,,
ORD10342,31-03-2024,CUST2251,,unknown,40,BANGALORE,Electronic City,R005,Burger Point,Fast Food,3.9,Cheese Burger,Burger,1,130,130,Cancelled,Cash on Delivery,Failed,Anika Kapoor,Scooter,7.6,55,,
ORD10001,31-01-2024,CUST2001,Ravi Patel,f,20,Pune,Baner,R009,The Bakers Oven,Bakery,4,Chocolate Cake,Desserts,4,₹350.0,1400,Delivered,WALLET,Paid,Suresh Kumar,Scooter,9,49,4,4
ORD10227,02-Oct-24,CUST2169,Aadhya Gupta,m,57,Pune,Hinjewadi,R011,Curry House,North Indian,4.1,Paneer Tikka,Starters,2,220,440,Returned,Credit Card,Refunded,Kavya Mukherjee,Scooter,8.8,55,,
ORD10462,22-12-2024,CUST2166,Aarav Das,Male,40,kolkata,Ballygunge,R014,Healthy Bites,Salads,4.2,Fruit Bowl,Salads,3,Rs.120.0,360,Delivered,Wallet,Paid,Anika Kapoor,Scooter,8.1,41,3,4
ORD10454,29-Aug-24,CUST2337,Sai Kapoor,female,31,Kolkata,Park Street,R006,South Spice,South Indian,4.5,Uttapam,Breakfast,2,100,200,Cancelled,Wallet,Failed,Vikram Das,E-Bike,1.4,21,,
ORD10250,13-09-2024 04:22,CUST2170,,female,51,BANGALORE,Whitefield,R002,Pizza Palace,Italian,4.1,Margherita Pizza,Pizza,4,250,Rs.1000.0,DELIVERED,CASH ON DELIVERY,Paid,Myra Pillai,Bicycle,12.6,72,4,5
ORD10109,27-Feb-24,CUST2054,Vihaan Reddy,MALE,28,Kolkata,Howrah,R013,Sweet Tooth,Desserts,0,Brownie,Desserts,1,130,130,Delivered,,Paid,Manoj Nair,Bicycle,11,58,5,5
ORD10194,13-07-2024 23:55,CUST2143,Sai Menon,MALE,52,DELHI,Karol Bagh,R004,Punjabi Tadka,North Indian,4.4,Dal Makhani,Main Course,1,Rs.180.0,180,delivered,wallet,Paid,Vikram Das,E-Bike,8.9,43,5,3
ORD10006,22-11-2024,CUST2003,Rahul Verma,Male,32,Kolkata,,R002,  Pizza Palace  ,Italian,4.1,Pepperoni Pizza,Pizza,4,₹320.0,1280,Cancelled,Cash on Delivery,Refunded,Sai Iyer,Bicycle,8,40,,
ORD10261,21-04-2024 13:43,CUST2194,Amit Mukherjee,m,47,Chennai,T Nagar,R008,Taco Fiesta,Mexican,,Chicken Tacos,Main Course,3,210,630,Delivered,CASH ON DELIVERY,Paid,Reyansh Sharma,Scooter,6.7,38,4,4
ORD10455,28-01-2024 03:50,CUST2086,Karthik Bose,Male,29,PUNE,Kothrud,R001,Biryani Blues,Biryani,4.3,Mutton Biryani,Main Course,3,280,840,Delivered,Debit Card,Paid,Aarav Reddy,Bicycle,9.1,46,5,5
ORD10314,21-08-2024 01:21,CUST2118,Myra Chatterjee,Female,59,bangalore,HSR Layout,R014,Healthy Bites,Salads,4.2,Fruit Bowl,Salads,5,120,600,delivered,Wallet,Paid,Reyansh Sharma,Bicycle,9.2,50,3,5
ORD10414,07-01-2024,CUST2166,Aarav Das,Male,40,Kolkata,Ballygunge,R011,Curry House,North Indian,4.1,Butter Chicken,Main Course,4,260,Rs.1040.0,Returned,cash on delivery,Refunded,Vivaan Singh,Bike,8.7,45,,
ORD10448,02-Dec-24,CUST2332,Sanjay Mukherjee,Female,27,kolkata,Howrah,R002,Pizza Palace,Italian,4.1,Pasta Alfredo,Pasta,5,240,1200,delivered,cash on delivery,Paid,Aditya Menon,Scooter,8.5,59,4,3
ORD10060,10-07-2024 07:35,CUST2045,Reyansh Singh,F,48,Bangalore,Jayanagar,R015,Chaat Corner,Street Food,4,Vada Pav,Street Food,3,50,150,Delivered,CREDIT CARD,Paid,Kiran Desai,Scooter,10,42,3,
ORD10048,02/15/2024,CUST2009,Riya Chatterjee,female,53,Pune,Hinjewadi,R008,Taco Fiesta,Mexican,3.8,Burrito Bowl,Main Course,4,240,960,delivered,upi,Paid,Myra Pillai,Scooter,8.6,45,3,5
ORD10303,23-06-2024 10:33,CUST2224,Sunita Patel,male,32,Hyderabad,Banjara Hills,R015,Chaat Corner,Street Food,4,Bhel Puri,Street Food,2,70,140,Delivered,cash on delivery,Paid,Lakshmi Verma,Bicycle,8.9,46,5,4
ORD10028,06-10-2024,CUST2021,Nikhil Singh,f,35, Delhi ,Saket,R012,Noodle Story,Chinese,,Chicken Manchurian,Main Course,2,210,420,Delivered,DebitCard,Paid,Vikram Das,Bike,2.8,23,4,3
ORD10121,23-01-2024 10:08,CUST2089,Anil Malhotra,M,27,Hyderabad,Banjara Hills,R014,Healthy Bites,Salads,4.2,Quinoa Salad,Salads,4,210,840,delivered,CREDIT CARD,Paid,Vivaan Singh,E-Bike,12.3,64,5,5
ORD10287,24-07-2024,CUST2213,Vihaan Menon,f,32,Chennai,T Nagar,R001,  Biryani Blues  ,Biryani,4.3,Chicken Biryani,Main Course,4,220,880,DELIVERED,Cash on Delivery,Paid,Aarav Reddy,E-Bike,12.5,69,5,4
ORD10247,28-Feb-24,CUST2184,Sneha Singh,female,51, Delhi ,Rohini,R014,Healthy Bites,Salads,4.2,Fruit Bowl,Salads,4,120,480,Delivered,-,Paid,Meera Bose,Bicycle,7,37,4,4
ORD10376,09-Oct-24,CUST2277,Priya Pillai,f,41, Bangalore ,Whitefield,R006,South Spice,South Indian,4.5,Idli Sambar,Breakfast,3,₹70.0,Rs.210.0,DELIVERED,wallet,Paid,Ishaan Joshi,E-Bike,11.3,58,4,5
ORD10167,09-01-2024,CUST2122,Priya Malhotra,female,29,kolkata,Ballygunge,R013,Sweet Tooth,Desserts,4.6,Gulab Jamun,Desserts,1,90,₹90.0,Delivered,UPI,Paid,Sai Iyer,Bicycle,1.4,17,5,4
ORD10313,24-Oct-24,CUST2230,Ananya Reddy,M,29,Kolkata,Salt Lake,R007,Sushi Yama,Japanese,4.2,Chicken Ramen,Main Course,3,280,840,Returned,CASH ON DELIVERY,Refunded,Myra Pillai,Bike,13.6,78,,
ORD10378,18-02-2024 05:24,CUST2279,Aadhya Rao,MALE,42,Mumbai,Malad,R008,Taco Fiesta,Mexican,3.8,Chicken Tacos,Main Course,3,Rs.210.0,1049.81,delivered,DEBIT CARD,Paid,Vikram Das,E-Bike,4,26,4,5
ORD10210,15-11-2024 22:46,CUST2156,Rahul Kapoor,m,30,Bangalore,Electronic City,R001,Biryani Blues,Biryani,4.3,Veg Biryani,Main Course,2,Rs.180.0,360,Cancelled,debit card,Failed,Aarohi Patel,Bike,-3.5,35,,
ORD10359,29-10-2024 12:34,CUST2264,Aditya Nair,Female,21,Chennai,Anna Nagar,R003,Dragon Wok,Chinese,4,Veg Noodles,Noodles,4,160,640,Delivered,upi,Paid,Reyansh Sharma,E-Bike,9.2,,4,4
ORD10223,11-Feb-24,CUST2166,Aarav Das,male,40,kolkata,Howrah,R009,The Bakers Oven,Bakery,4,Cupcake,Desserts,3,80,240,Returned,UPI,Refunded,Myra Pillai,E-Bike,2.8,26,,
